timestamp, accelx, accely, accelz, gyrox, gryoy, gyroz, magnx, magny, magnz, roll, pitch, yaw, tempbno, tempbmp, pressure
465887200, 0.009999999776482582, 0.1599999964237213, 0.05999999865889549, -13.1875, 33.5625, 2.5625, 0.0, -0.0021816615480929613, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465898212, 0.0, 0.17000000178813934, 0.07999999821186066, -13.1875, 33.5625, 2.5625, -0.0010908307740464807, 0.0021816615480929613, 0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465907580, 0.0, 0.17000000178813934, 0.10000000149011612, -13.875, 34.0, 2.5625, 0.0, -0.0010908307740464807, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465918297, 0.0, 0.1599999964237213, 0.07999999821186066, -13.875, 34.0, 2.5625, 0.0021816615480929613, 0.0010908307740464807, -0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465929991, 0.0, 0.17000000178813934, 0.03999999910593033, -13.875, 34.0, 2.5625, 0.0, 0.0, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465942360, -0.019999999552965164, 0.1599999964237213, 0.05999999865889549, -13.875, 34.0, 2.5625, -0.0010908307740464807, 0.0010908307740464807, 0.004363323096185923, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465954013, 0.009999999776482582, 0.17000000178813934, 0.05000000074505806, -12.375, 33.5625, 1.75, 0.0021816615480929613, -0.0010908307740464807, 0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465964452, 0.0, 0.1599999964237213, 0.09000000357627869, -12.375, 33.5625, 1.75, 0.0, -0.0021816615480929613, -0.0021816615480929613, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465974731, 0.0, 0.1599999964237213, 0.019999999552965164, -12.375, 33.5625, 1.75, -0.0021816615480929613, -0.0010908307740464807, 0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465984882, -0.009999999776482582, 0.15000000596046448, 0.019999999552965164, -12.375, 33.5625, 1.75, 0.0010908307740464807, 0.0010908307740464807, -0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
465995514, -0.009999999776482582, 0.18000000715255737, 0.029999999329447746, -12.375, 33.5625, 1.75, 0.003272492438554764, 0.0010908307740464807, -0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466005662, 0.0, 0.1599999964237213, 0.05000000074505806, -13.5625, 34.375, 1.75, 0.0021816615480929613, 0.0010908307740464807, 0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466015560, 0.019999999552965164, 0.17000000178813934, 0.05999999865889549, -13.5625, 34.375, 1.75, 0.0, -0.0021816615480929613, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466025485, 0.0, 0.18000000715255737, 0.07000000029802322, -13.5625, 34.375, 1.75, 0.0021816615480929613, 0.0, -0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466035468, 0.0, 0.18000000715255737, 0.03999999910593033, -13.5625, 34.375, 1.75, -0.0010908307740464807, -0.0021816615480929613, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466045509, -0.009999999776482582, 0.18000000715255737, 0.05999999865889549, -13.5625, 34.375, 1.75, 0.0, 0.0, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466055604, 0.0, 0.18000000715255737, 0.05999999865889549, -12.0625, 34.0, 1.75, 0.0021816615480929613, 0.0010908307740464807, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466065401, 0.0, 0.1599999964237213, 0.07999999821186066, -12.0625, 34.0, 1.75, -0.0021816615480929613, 0.0010908307740464807, -0.003272492438554764, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466075348, 0.0, 0.17000000178813934, 0.05000000074505806, -12.0625, 34.0, 1.75, -0.0010908307740464807, 0.0021816615480929613, -0.003272492438554764, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466085964, 0.0, 0.15000000596046448, 0.05999999865889549, -12.0625, 34.0, 1.75, -0.0021816615480929613, 0.0, 0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466095646, 0.0, 0.17000000178813934, 0.03999999910593033, -12.0625, 34.0, 1.75, 0.0010908307740464807, 0.0010908307740464807, -0.003272492438554764, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466105746, 0.0, 0.15000000596046448, 0.03999999910593033, -12.75, 34.0, 1.375, 0.004363323096185923, 0.0, -0.003272492438554764, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466115585, 0.0, 0.14000000059604645, 0.07999999821186066, -12.75, 34.0, 1.375, 0.003272492438554764, -0.0021816615480929613, -0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466125531, -0.009999999776482582, 0.18000000715255737, 0.07000000029802322, -12.75, 34.0, 1.375, -0.0010908307740464807, 0.0, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466135754, 0.0, 0.1599999964237213, 0.05999999865889549, -12.75, 34.0, 1.375, -0.0010908307740464807, 0.006544984877109528, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466145676, -0.009999999776482582, 0.1599999964237213, 0.029999999329447746, -12.75, 34.0, 1.375, -0.0010908307740464807, 0.0010908307740464807, 0.0, 359.875, -1.125, 93.375, 28, 0.0, 0.0
466155787, 0.0, 0.17000000178813934, 0.07000000029802322, -12.0625, 33.5625, 2.1875, 0.0, 0.0, -0.0010908307740464807, 359.875, -1.125, 93.375, 28, 0.0, 0.0
